Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2026-04-23,AAPL,275.04998779296875,275.7699890136719,271.6499938964844,273.42999267578125,273.1783142089844,33399600
2026-04-24,AAPL,272.760009765625,273.05999755859375,269.6499938964844,271.05999755859375,270.81048583984375,38157100
2026-04-27,AAPL,266.0899963378906,268.3599853515625,265.07000732421875,267.6099853515625,267.3636474609375,41466800
2026-04-28,AAPL,272.3399963378906,273.2300109863281,268.6600036621094,270.7099914550781,270.4608154296875,40018900
2026-04-29,AAPL,267.54998779296875,271.0400085449219,267.0400085449219,270.1700134277344,269.92132568359375,30047900
2026-04-30,AAPL,270.5,276.0,268.1400146484375,271.3500061035156,271.1002502441406,91848200
2026-05-01,AAPL,278.8599853515625,287.2200012207031,278.3699951171875,280.1400146484375,279.88214111328125,79915400
2026-05-04,AAPL,279.6600036621094,280.6300048828125,274.8599853515625,276.8299865722656,276.5751647949219,46668400
2026-05-05,AAPL,276.92999267578125,284.57000732421875,276.5,284.17999267578125,283.9184265136719,49311700
2026-05-06,AAPL,281.9200134277344,288.0299987792969,281.07000732421875,287.510009765625,287.245361328125,58336100
2026-05-07,AAPL,289.2699890136719,292.1300048828125,285.7799987792969,287.44000244140625,287.1754150390625,45224300
2026-05-08,AAPL,290.010009765625,294.760009765625,290.0,293.32000732421875,293.0500183105469,52692800
2026-05-11,AAPL,291.9800109863281,293.8800048828125,290.2300109863281,292.67999267578125,292.67999267578125,42247300
2026-05-12,AAPL,292.55999755859375,295.2699890136719,292.55999755859375,294.79998779296875,294.79998779296875,45748100
2026-05-13,AAPL,293.5,300.9200134277344,293.5,298.8699951171875,298.8699951171875,52684300
2026-05-14,AAPL,299.82000732421875,300.45001220703125,295.3800048828125,298.2099914550781,298.2099914550781,35324900
2026-05-15,AAPL,297.8999938964844,303.20001220703125,296.5199890136719,300.2300109863281,300.2300109863281,54862800
2026-05-18,AAPL,300.239990234375,300.6600036621094,294.9100036621094,297.8399963378906,297.8399963378906,34483000
2026-05-19,AAPL,296.9700012207031,300.510009765625,296.3500061035156,298.9700012207031,298.9700012207031,42243600
2026-05-20,AAPL,298.17999267578125,302.79998779296875,298.0799865722656,302.25,302.25,38229800
2026-05-21,AAPL,301.05999755859375,305.5400085449219,300.3999938964844,304.989990234375,304.989990234375,42900600
2026-04-23,AMD,302.010009765625,310.2200012207031,299.760009765625,305.3299865722656,305.3299865722656,45619700
2026-04-24,AMD,336.760009765625,352.989990234375,334.5400085449219,347.80999755859375,347.80999755859375,81616700
2026-04-27,AMD,346.32000732421875,349.2099914550781,328.80999755859375,334.6300048828125,334.6300048828125,50585300
2026-04-28,AMD,311.8599853515625,327.5,310.0,323.2099914550781,323.2099914550781,43002500
2026-04-29,AMD,326.5799865722656,340.1700134277344,318.8599853515625,337.1099853515625,337.1099853515625,44704400
2026-04-30,AMD,341.3599853515625,354.9599914550781,332.6000061035156,354.489990234375,354.489990234375,42115300
2026-05-01,AMD,351.8699951171875,362.7900085449219,349.25,360.5400085449219,360.5400085449219,34279200
2026-05-04,AMD,360.30999755859375,361.8500061035156,338.70001220703125,341.5400085449219,341.5400085449219,42000200
2026-05-05,AMD,351.510009765625,359.57000732421875,344.8800048828125,355.260009765625,355.260009765625,64235100
2026-05-06,AMD,409.489990234375,430.6000061035156,402.0400085449219,421.3900146484375,421.3900146484375,87732200
2026-05-07,AMD,417.07000732421875,421.7099914550781,401.0799865722656,408.4599914550781,408.4599914550781,44885500
2026-05-08,AMD,418.5899963378906,456.2900085449219,418.2900085449219,455.19000244140625,455.19000244140625,58134900
2026-05-11,AMD,460.54998779296875,469.2200012207031,450.8800048828125,458.7900085449219,458.7900085449219,46085400
2026-05-12,AMD,449.25,458.79998779296875,426.1099853515625,448.2900085449219,448.2900085449219,39140100
2026-05-13,AMD,457.0400085449219,459.5,432.6499938964844,445.5,445.5,30423400
2026-05-14,AMD,440.6000061035156,453.30999755859375,435.67999267578125,449.70001220703125,449.70001220703125,26113600
2026-05-15,AMD,433.3399963378906,439.0,423.3599853515625,424.1000061035156,424.1000061035156,29131600
2026-05-18,AMD,429.5,438.79998779296875,410.7099914550781,420.989990234375,420.989990234375,28432100
2026-05-19,AMD,412.6000061035156,428.75,393.3599853515625,414.04998779296875,414.04998779296875,38756900
2026-05-20,AMD,428.0400085449219,449.3900146484375,426.04998779296875,447.5799865722656,447.5799865722656,36137500
2026-05-21,AMD,441.989990234375,451.20001220703125,431.6000061035156,449.5899963378906,449.5899963378906,27126100
2026-04-23,AMZN,255.38999938964844,258.7900085449219,253.07000732421875,255.0800018310547,255.0800018310547,39091400
2026-04-24,AMZN,259.9800109863281,264.5,257.69000244140625,263.989990234375,263.989990234375,53777400
2026-04-27,AMZN,263.4599914550781,264.1499938964844,260.3399963378906,261.1199951171875,261.1199951171875,44906800
2026-04-28,AMZN,258.3900146484375,261.0299987792969,256.6300048828125,259.70001220703125,259.70001220703125,42204400
2026-04-29,AMZN,257.989990234375,265.9100036621094,257.70001220703125,263.0400085449219,263.0400085449219,72367900
2026-04-30,AMZN,273.1700134277344,273.8800048828125,256.1600036621094,265.05999755859375,265.05999755859375,100974900
2026-05-01,AMZN,265.5799865722656,273.32000732421875,262.739990234375,268.260009765625,268.260009765625,50825200
2026-05-04,AMZN,268.79998779296875,276.1000061035156,268.79998779296875,272.04998779296875,272.04998779296875,49083700
2026-05-05,AMZN,276.0799865722656,278.55999755859375,272.3800048828125,273.54998779296875,273.54998779296875,41908500
2026-05-06,AMZN,272.8900146484375,277.79998779296875,272.2099914550781,274.989990234375,274.989990234375,44552000
2026-05-07,AMZN,275.0199890136719,276.6300048828125,270.489990234375,271.1700134277344,271.1700134277344,35892900
2026-05-08,AMZN,271.6300048828125,274.0,269.95001220703125,272.67999267578125,272.67999267578125,34732700
2026-05-11,AMZN,269.8399963378906,273.6300048828125,268.4800109863281,268.989990234375,268.989990234375,38176700
2026-05-12,AMZN,266.7099914550781,267.6499938964844,262.6300048828125,265.82000732421875,265.82000732421875,36776200
2026-05-13,AMZN,264.42999267578125,270.7200012207031,263.20001220703125,270.1300048828125,270.1300048828125,39670900
2026-05-14,AMZN,269.1499938964844,270.7799987792969,266.6300048828125,267.2200012207031,267.2200012207031,31338400
2026-05-15,AMZN,262.5,264.3599853515625,260.8900146484375,264.1400146484375,264.1400146484375,40770300
2026-05-18,AMZN,263.8699951171875,268.8500061035156,262.5299987792969,264.8599853515625,264.8599853515625,33690800
2026-05-19,AMZN,262.0400085449219,262.25,255.19000244140625,259.3399963378906,259.3399963378906,40340700
2026-05-20,AMZN,260.04998779296875,265.5799865722656,259.5299987792969,265.010009765625,265.010009765625,34933200
2026-05-21,AMZN,263.5,269.489990234375,261.3699951171875,268.4599914550781,268.4599914550781,36510000
2026-04-23,BA,231.50999450683594,235.91000366210938,228.77000427246094,234.14999389648438,234.14999389648438,8087600
2026-04-24,BA,234.99000549316406,236.4499969482422,232.07000732421875,232.44000244140625,232.44000244140625,5732700
2026-04-27,BA,233.0,235.4499969482422,229.38999938964844,231.3300018310547,231.3300018310547,4402600
2026-04-28,BA,231.0500030517578,231.3300018310547,227.07000732421875,230.72000122070312,230.72000122070312,3807800
2026-04-29,BA,230.22000122070312,230.25999450683594,221.14999389648438,224.11000061035156,224.11000061035156,6377700
2026-04-30,BA,225.89999389648438,229.5500030517578,224.61000061035156,229.02999877929688,229.02999877929688,4841300
2026-05-01,BA,230.39999389648438,231.50999450683594,227.25999450683594,227.3800048828125,227.3800048828125,3494200
2026-05-04,BA,226.49000549316406,227.8699951171875,221.0399932861328,221.3000030517578,221.3000030517578,4860900
2026-05-05,BA,223.10000610351562,225.55999755859375,221.74000549316406,224.3800048828125,224.3800048828125,3852100
2026-05-06,BA,230.92999267578125,232.0800018310547,228.10000610351562,229.92999267578125,229.92999267578125,7166900
2026-05-07,BA,231.4499969482422,236.6300048828125,229.60000610351562,231.02999877929688,231.02999877929688,8489800
2026-05-08,BA,233.8000030517578,238.5399932861328,231.75,237.36000061035156,237.36000061035156,7525300
2026-05-11,BA,239.44000244140625,241.2100067138672,236.52000427246094,238.2100067138672,238.2100067138672,6267000
2026-05-12,BA,239.0,239.02000427246094,231.11000061035156,236.8699951171875,236.8699951171875,7041000
2026-05-13,BA,237.22999572753906,242.27000427246094,234.39999389648438,240.60000610351562,240.60000610351562,7438700
2026-05-14,BA,243.52000427246094,244.07000732421875,227.5,229.2100067138672,229.2100067138672,17761100
2026-05-15,BA,226.85000610351562,226.85000610351562,220.4499969482422,220.49000549316406,220.49000549316406,9479900
2026-05-18,BA,220.47999572753906,221.1699981689453,216.7899932861328,220.61000061035156,220.61000061035156,6568200
2026-05-19,BA,218.83999633789062,220.0500030517578,214.0,215.00999450683594,215.00999450683594,5355300
2026-05-20,BA,216.8000030517578,223.02000427246094,216.5,222.1999969482422,222.1999969482422,7708500
2026-05-21,BA,219.38999938964844,221.1699981689453,215.72000122070312,219.61000061035156,219.61000061035156,6400600
2026-04-23,BABA,133.77999877929688,133.89999389648438,129.61500549316406,131.6999969482422,131.6999969482422,10749900
2026-04-24,BABA,133.67999267578125,136.1999969482422,133.0,135.82000732421875,135.82000732421875,9046800
2026-04-27,BABA,133.0,133.40499877929688,132.08999633789062,132.52000427246094,132.52000427246094,6462100
2026-04-28,BABA,129.5,130.9199981689453,128.9499969482422,130.85000610351562,130.85000610351562,6088100
2026-04-29,BABA,131.9499969482422,132.02999877929688,129.9600067138672,130.42999267578125,130.42999267578125,6386000
2026-04-30,BABA,130.14999389648438,132.63999938964844,129.35000610351562,131.8800048828125,131.8800048828125,7416600
2026-05-01,BABA,131.7550048828125,133.14999389648438,131.36000061035156,131.5,131.5,6199300
